All event log messages.
Date:	2014-08-19 10:18:08
System Name:	2600-501273
Controller Name:	
Controller Id	2600-501273

RobotWare:	5.15.5001
Key:	ec2222Bz6xD9A22I22Y422h22Go23z
Options:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-2 German
		709-x DeviceNet
			709-2/709-5 Master/Slave Dual
			608-1 World Zones
			611-1 Path Recovery
			613-1 Collision Detection
			812-1 Production Manager
			633-1 Arc
				650-x Power source type
					External option loaded Welder
					652-1 BullsEye
					653-x Torch Service
						653-2 Binzel - TC97

DriveModule1
Key:	Mxth-XqT01hhjhRhK
Options:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 2600
			2600ID-8/2.00
				No motor fan
				Drive System 09 2600/4400/6400R
					No additional drive

AW-MILLER-AA-007
	Key:	07PPWQPPPPO-.PFlVhgF5E-1b
Options:	

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45999     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 18:04:49 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46000     	I   	Operational         	10125   	Program stopped                         	2014-08-18 18:04:49 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
46001     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 18:04:51 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
46002     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 18:04:52 	The system is in the Motors ON state.	{args: }
46003     	I   	Operational         	10052   	Regain start                            	2014-08-18 18:04:53 	A regain movement has started.	{args: "0"}
46004     	I   	Operational         	10053   	Regain ready                            	2014-08-18 18:04:53 	The regain movement is ready.	{args: "0"}
46005     	I   	Operational         	10156   	Program restarted                       	2014-08-18 18:04:53 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB1"}
46006     	E   	System              	20054   	Not allowed command                     	2014-08-18 18:05:00 	The command is NOT allowed when the program is executing.	{args: "99"}
46007     	E   	System              	20054   	Not allowed command                     	2014-08-18 18:05:01 	The command is NOT allowed when the program is executing.	{args: "99"}
46008     	E   	System              	20054   	Not allowed command                     	2014-08-18 18:05:03 	The command is NOT allowed when the program is executing.	{args: "99"}
46009     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 18:05:33 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46010     	I   	Operational         	10125   	Program stopped                         	2014-08-18 18:05:33 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
46011     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 18:05:34 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
46012     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 18:05:35 	The system is in the Motors ON state.	{args: }
46013     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 18:05:37 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46014     	I   	Operational         	10045   	System restarted                        	2014-08-19 06:56:34 	An already installed system was restarted. 	{args: }
46015     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-19 06:57:04 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46016     	I   	Operational         	10015   	Manual mode selected                    	2014-08-19 06:57:04 	The system is in the Manual mode.	{args: }
46017     	I   	Operational         	10155   	Program restarted                       	2014-08-19 06:57:04 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator could not be determined.	{args: "1", "T_ROB1"}
46018     	I   	Operational         	10002   	Program pointer has been reset          	2014-08-19 06:57:04 	The program pointer of task tAwSys_1 has been reset.	{args: "2", "0", "tAwSys_1"}
46019     	I   	Operational         	10150   	Program started                         	2014-08-19 06:57:04 	Execution of task tAwSys_1 has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "2", "tAwSys_1"}
46020     	W   	Process             	111717  	Torch Services Warning                  	2014-08-19 06:57:06 	Torch services MechClean has unconfigured IO.	{args: }
46021     	W   	Process             	111715  	Torch Services Warning                  	2014-08-19 06:57:06 	Torch services Spray has unconfigured IO.	{args: }
46022     	I   	Operational         	10129   	Program stopped                         	2014-08-19 06:57:06 	The task T_ROB1 has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB1"}
46023     	I   	Process             	110460  	Weld Error Recovery                     	2014-08-19 06:57:08 	PROC Parameters was loaded by tAwSys_1Configuration of Weld Error Recovery is Complete.	{args: "tAwSys_1", "/arcDispatcher/main/main/0", " "}
46024     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-19 06:57:08 		{args: "awEqMillerAa July 23 2012"}
46025     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-19 06:57:11 		{args: "awEqMillerAa July 23 2012"}
46026     	I   	Process             	110460  	Weld Error Recovery                     	2014-08-19 06:57:14 	PROC Parameters was loaded by tAwSys_1Configuration of Weld Error Recovery is Complete.	{args: "tAwSys_1", "/arcDispatcher/main/main/0", " "}
46027     	I   	Process             	110466  	RW Arc Installation                     	2014-08-19 06:57:14 	Weld System 1 (of 1 installed) started in task tAwSys_1Active EquipmentClass awEqMillerAaStatus OK	{args: "tAwSys_1", "/arcDispatcher/main/main/0", "1", "1", "awEqMillerAa"}
46028     	W   	User                	80002   	T_ROB1 Active                           	2014-08-19 06:57:18 		{args: "T_ROB1 Active"}
46029     	I   	Operational         	10002   	Program pointer has been reset          	2014-08-19 07:20:32 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
46030     	I   	Operational         	10016   	Automatic mode requested                	2014-08-19 07:20:35 	The system has been ordered to go to the Automatic mode.	{args: }
46031     	I   	Operational         	10010   	Motors OFF state                        	2014-08-19 07:20:35 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
46032     	I   	Operational         	10017   	Automatic mode confirmed                	2014-08-19 07:20:37 	The system is in the Automatic mode.	{args: }
46033     	I   	Operational         	10011   	Motors ON state                         	2014-08-19 07:20:39 	The system is in the Motors ON state.	{args: }
46034     	I   	Operational         	10052   	Regain start                            	2014-08-19 07:20:40 	A regain movement has started.	{args: "0"}
46035     	I   	Operational         	10053   	Regain ready                            	2014-08-19 07:20:40 	The regain movement is ready.	{args: "0"}
46036     	I   	Operational         	10151   	Program started                         	2014-08-19 07:20:40 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
46037     	I   	Operational         	10015   	Manual mode selected                    	2014-08-19 07:23:02 	The system is in the Manual mode.	{args: }
46038     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-19 07:23:02 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46039     	I   	Operational         	10125   	Program stopped                         	2014-08-19 07:23:02 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
46040     	I   	Operational         	10016   	Automatic mode requested                	2014-08-19 09:06:01 	The system has been ordered to go to the Automatic mode.	{args: }
46041     	I   	Operational         	10010   	Motors OFF state                        	2014-08-19 09:06:01 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
46042     	I   	Operational         	10017   	Automatic mode confirmed                	2014-08-19 09:06:04 	The system is in the Automatic mode.	{args: }
46043     	I   	Operational         	10011   	Motors ON state                         	2014-08-19 09:06:06 	The system is in the Motors ON state.	{args: }
46044     	I   	Operational         	10052   	Regain start                            	2014-08-19 09:06:06 	A regain movement has started.	{args: "0"}
46045     	I   	Operational         	10053   	Regain ready                            	2014-08-19 09:06:07 	The regain movement is ready.	{args: "0"}
46046     	I   	Operational         	10156   	Program restarted                       	2014-08-19 09:06:07 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB1"}
46047     	I   	Operational         	10015   	Manual mode selected                    	2014-08-19 09:27:36 	The system is in the Manual mode.	{args: }
46048     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-19 09:27:36 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46049     	I   	Operational         	10125   	Program stopped                         	2014-08-19 09:27:36 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
46050     	I   	Operational         	10002   	Program pointer has been reset          	2014-08-19 09:50:58 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
46051     	I   	Operational         	10016   	Automatic mode requested                	2014-08-19 09:50:59 	The system has been ordered to go to the Automatic mode.	{args: }
46052     	I   	Operational         	10010   	Motors OFF state                        	2014-08-19 09:51:00 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
46053     	I   	Operational         	10017   	Automatic mode confirmed                	2014-08-19 09:51:02 	The system is in the Automatic mode.	{args: }
46054     	I   	Operational         	10011   	Motors ON state                         	2014-08-19 09:51:04 	The system is in the Motors ON state.	{args: }
46055     	I   	Operational         	10052   	Regain start                            	2014-08-19 09:51:05 	A regain movement has started.	{args: "0"}
46056     	I   	Operational         	10053   	Regain ready                            	2014-08-19 09:51:05 	The regain movement is ready.	{args: "0"}
46057     	I   	Operational         	10151   	Program started                         	2014-08-19 09:51:05 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
46058     	I   	Operational         	10015   	Manual mode selected                    	2014-08-19 09:57:18 	The system is in the Manual mode.	{args: }
46059     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-19 09:57:18 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46060     	I   	Operational         	10125   	Program stopped                         	2014-08-19 09:57:18 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
46061     	I   	Operational         	10230   	Backup step ready                       	2014-08-19 09:59:44 	The backup step Prepare is ready.	{args: "0"}
46062     	I   	Operational         	10231   	Backup step ready                       	2014-08-19 09:59:44 	The backup step Configuration is ready.	{args: "1"}
46063     	I   	Operational         	10232   	Backup step ready                       	2014-08-19 09:59:44 	The backup of Task is ready.	{args: "2"}

Operational log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
46044     	I   	Operational         	10052   	Regain start                            	2014-08-19 09:06:06 	A regain movement has started.	{args: "0"}
46045     	I   	Operational         	10053   	Regain ready                            	2014-08-19 09:06:07 	The regain movement is ready.	{args: "0"}
46046     	I   	Operational         	10156   	Program restarted                       	2014-08-19 09:06:07 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB1"}
46047     	I   	Operational         	10015   	Manual mode selected                    	2014-08-19 09:27:36 	The system is in the Manual mode.	{args: }
46048     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-19 09:27:36 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46049     	I   	Operational         	10125   	Program stopped                         	2014-08-19 09:27:36 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
46050     	I   	Operational         	10002   	Program pointer has been reset          	2014-08-19 09:50:58 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
46051     	I   	Operational         	10016   	Automatic mode requested                	2014-08-19 09:50:59 	The system has been ordered to go to the Automatic mode.	{args: }
46052     	I   	Operational         	10010   	Motors OFF state                        	2014-08-19 09:51:00 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
46053     	I   	Operational         	10017   	Automatic mode confirmed                	2014-08-19 09:51:02 	The system is in the Automatic mode.	{args: }
46054     	I   	Operational         	10011   	Motors ON state                         	2014-08-19 09:51:04 	The system is in the Motors ON state.	{args: }
46055     	I   	Operational         	10052   	Regain start                            	2014-08-19 09:51:05 	A regain movement has started.	{args: "0"}
46056     	I   	Operational         	10053   	Regain ready                            	2014-08-19 09:51:05 	The regain movement is ready.	{args: "0"}
46057     	I   	Operational         	10151   	Program started                         	2014-08-19 09:51:05 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
46058     	I   	Operational         	10015   	Manual mode selected                    	2014-08-19 09:57:18 	The system is in the Manual mode.	{args: }
46059     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-19 09:57:18 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
46060     	I   	Operational         	10125   	Program stopped                         	2014-08-19 09:57:18 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
46061     	I   	Operational         	10230   	Backup step ready                       	2014-08-19 09:59:44 	The backup step Prepare is ready.	{args: "0"}
46062     	I   	Operational         	10231   	Backup step ready                       	2014-08-19 09:59:44 	The backup step Configuration is ready.	{args: "1"}
46063     	I   	Operational         	10232   	Backup step ready                       	2014-08-19 09:59:44 	The backup of Task is ready.	{args: "2"}

System log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45510     	E   	System              	20010   	Emergency stop state                    	2014-08-18 12:39:40 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45511     	E   	System              	20010   	Emergency stop state                    	2014-08-18 12:39:40 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45512     	E   	System              	20010   	Emergency stop state                    	2014-08-18 12:40:19 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45513     	E   	System              	20010   	Emergency stop state                    	2014-08-18 12:40:20 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45711     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:00:44 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "120"}
45713     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:00:57 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45714     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:00:57 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45715     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:01:02 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45716     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:01:03 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45717     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:01:13 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45718     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:01:13 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45719     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:01:16 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45720     	E   	System              	20010   	Emergency stop state                    	2014-08-18 14:01:16 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: "110"}
45726     	E   	System              	20074   	Not allowed command                     	2014-08-18 14:05:26 	The command is not allowed in Guard Stop state.	{args: "142"}
45730     	E   	System              	20072   	Not allowed command                     	2014-08-18 14:05:42 	The command is not allowed in Motors OFF state.	{args: "142"}
45748     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2014-08-18 14:11:41 	Only one of the two RUN chains was closed.	{args: }
45958     	E   	System              	20054   	Not allowed command                     	2014-08-18 15:46:32 	The command is NOT allowed when the program is executing.	{args: "4"}
46006     	E   	System              	20054   	Not allowed command                     	2014-08-18 18:05:00 	The command is NOT allowed when the program is executing.	{args: "99"}
46007     	E   	System              	20054   	Not allowed command                     	2014-08-18 18:05:01 	The command is NOT allowed when the program is executing.	{args: "99"}
46008     	E   	System              	20054   	Not allowed command                     	2014-08-18 18:05:03 	The command is NOT allowed when the program is executing.	{args: "99"}

Hardware log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
1695      	E   	Hardware            	37001   	Motors ON contactor activation error    	2014-07-03 17:22:09 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
9906      	E   	Hardware            	38103   	Lost communication with the SMB         	2014-07-30 16:42:29 	The communication has been lost between the axis computer and the serial measurement board on measurement link 1 in Drive Module 1.	{args: "1", "1"}
10008     	E   	Hardware            	37001   	Motors ON contactor activation error    	2014-08-04 10:45:30 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
11097     	E   	Hardware            	37001   	Motors ON contactor activation error    	2014-08-04 18:41:14 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
45243     	E   	Hardware            	38104   	Overspeed During Teach Mode             	2014-08-18 11:03:11 	One or more axes of the robot connected to drive module rob1_5 has exceeded the maximum speed for teach mode operation.	{args: "rob1_5", "1", "1", "1", "5"}
45550     	E   	Hardware            	38104   	Overspeed During Teach Mode             	2014-08-18 12:46:02 	One or more axes of the robot connected to drive module rob1_4 has exceeded the maximum speed for teach mode operation.	{args: "rob1_4", "1", "1", "1", "4"}

Program log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
43743     	E   	Program             	40611   	Execution Error                         	2014-08-15 14:45:53 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/ArcLEnd/226	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/ArcLEnd/226"}
43744     	E   	Program             	40223   	Execution error                         	2014-08-15 14:45:53 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
43751     	E   	Program             	40611   	Execution Error                         	2014-08-15 14:45:54 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/ArcLEnd/226	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/ArcLEnd/226"}
43752     	E   	Program             	40223   	Execution error                         	2014-08-15 14:45:54 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
43850     	E   	Program             	40611   	Execution Error                         	2014-08-15 14:48:49 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/ArcLEnd/242	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/ArcLEnd/242"}
43851     	E   	Program             	40223   	Execution error                         	2014-08-15 14:48:49 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
43858     	E   	Program             	40611   	Execution Error                         	2014-08-15 14:48:50 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/ArcLEnd/242	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/ArcLEnd/242"}
43859     	E   	Program             	40223   	Execution error                         	2014-08-15 14:48:50 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
43866     	E   	Program             	40611   	Execution Error                         	2014-08-15 14:48:57 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/ArcLEnd/242	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/ArcLEnd/242"}
43867     	E   	Program             	40223   	Execution error                         	2014-08-15 14:48:57 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
43874     	E   	Program             	40611   	Execution Error                         	2014-08-15 14:49:06 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/ArcLEnd/242	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/ArcLEnd/242"}
43875     	E   	Program             	40223   	Execution error                         	2014-08-15 14:49:06 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
44360     	E   	Program             	40611   	Execution Error                         	2014-08-15 15:19:28 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/MoveL/348	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/MoveL/348"}
44361     	E   	Program             	40223   	Execution error                         	2014-08-15 15:19:28 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
44368     	E   	Program             	40611   	Execution Error                         	2014-08-15 15:19:34 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/MoveL/348	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/MoveL/348"}
44369     	E   	Program             	40223   	Execution error                         	2014-08-15 15:19:34 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
44611     	E   	Program             	40611   	Execution Error                         	2014-08-15 15:55:56 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/MoveJ/144	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/MoveJ/144"}
44612     	E   	Program             	40223   	Execution error                         	2014-08-15 15:55:56 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}
44619     	E   	Program             	40611   	Execution Error                         	2014-08-15 15:56:01 	Task: T_ROB1Not allowed to step backwards with this move instruction. Program Ref. /ProgSide1/r50G_Final_S1/MoveJ/144	{args: "T_ROB1", "/ProgSide1/r50G_Final_S1/MoveJ/144"}
44620     	E   	Program             	40223   	Execution error                         	2014-08-15 15:56:01 	The execution of task T_ROB1 has been stopped by a runtime error.	{args: "T_ROB1"}

Motion log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45411     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:10:38 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45414     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:10:40 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45435     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:17:54 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45438     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:18:11 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45441     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:18:14 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45444     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:18:16 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45447     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:18:18 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45450     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:18:23 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45453     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:18:25 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45460     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:19:03 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45463     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:19:06 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45467     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:19:15 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45471     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:19:50 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45517     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 12:40:58 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45527     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 12:41:38 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45534     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 12:41:47 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45541     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 12:41:54 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45595     	E   	Motion              	50028   	Jog in wrong direction                  	2014-08-18 12:56:09 	Position for ROB_1 joint rob1_6 is out of working range.	{args: "rob1_6", "ROB_1"}
45645     	E   	Motion              	50028   	Jog in wrong direction                  	2014-08-18 13:42:40 	Position for ROB_1 joint rob1_4 is out of working range.	{args: "rob1_4", "ROB_1"}
45931     	W   	Motion              	50024   	Corner path failure                     	2014-08-18 15:24:24 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /BE_User1/BECheckToolb/MoveJ/36	{args: "T_ROB1", "/BE_User1/BECheckToolb/MoveJ/36"}

IO & Communication log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
10091     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-04 16:40:46 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
11783     	E   	IO & Communication  	71301   	Bus off, DeviceNet bus communication failure	2014-08-04 19:51:20 	A major number of communication errors occurred on DeviceNet bus <DeviceNet1>.	{args: "DeviceNet1"}
11784     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-04 19:51:21 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
12535     	E   	IO & Communication  	71301   	Bus off, DeviceNet bus communication failure	2014-08-04 23:32:42 	A major number of communication errors occurred on DeviceNet bus <DeviceNet1>.	{args: "DeviceNet1"}
12536     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-04 23:32:43 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
12551     	E   	IO & Communication  	71301   	Bus off, DeviceNet bus communication failure	2014-08-06 13:35:37 	A major number of communication errors occurred on DeviceNet bus <DeviceNet1>.	{args: "DeviceNet1"}
12552     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-06 13:35:38 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
15716     	E   	IO & Communication  	71301   	Bus off, DeviceNet bus communication failure	2014-08-08 15:54:43 	A major number of communication errors occurred on DeviceNet bus <DeviceNet1>.	{args: "DeviceNet1"}
